,director_id,director_name
1973,109905,Lance Kawas
1974,564082,Francesca Gregorini
1975,564083,Tatiana von Furstenberg
1976,228041,Márcio Garcia
1977,130051,Craig Moss
1978,64856,Michael Jai White
1979,587519,Paolo Monico
1980,930627,Youssef Delara
1981,1158417,Victor Teran
1982,57777,Darin Scott
1983,130530,Christian Sesma
1984,20921,Monte Hellman
1985,566314,Brian Caunter
1986,131060,Chris D'Arienzo
1987,78108,Isaac Florentine
1988,19003,Heidi Ewing
1989,19006,Rachel Grady
1990,71797,Alex Gibney
1991,84369,Eugene Jarecki
1992,84451,Leon Ford
1993,117168,Hank Braxtan
1994,64722,John Carl Buechler
1995,85675,Rajkumar Hirani
1996,138322,Victor Nunez
1997,1312905,Rohit Jugraj
1998,66879,Kresten Vestbjerg Andersen
1999,66880,Thorbjørn Christoffersen
2000,27875,Alex van Warmerdam
2001,64194,Paweł Pawlikowski
2002,111745,Frank Sebastiano
2003,4319,Stacy Peralta
2004,118303,Nacho Vigalondo
2005,17295,Ning Hao
2006,42712,Tony Giglio
2007,13284,Stanley Donen
2008,13294,Gene Kelly
2009,567558,Joe Cross
2010,567559,Kurt Engfehr
2011,151460,John Sullivan
2012,219861,Dinesh D'Souza
2013,11777,Tommy Lee Wallace
2014,9108,Don Taylor
2015,559968,Leslie Small
2016,130358,Éric Tessier
2017,157879,Alison Maclean
2018,84461,Alice Wu
2019,93288,Sarah Gavron
2020,930710,James Ponsoldt
2021,74600,Joshua Tickell
2022,133684,Tim Boxell
2023,59975,Michael D. Sellers
2024,123990,Reed Cowan
2025,123991,Steven Greenstreet
2026,61848,James Dodson
2027,91252,Alex Rivera
2028,110834,John Murlowski
2029,1290942,Benni Diez
2030,130858,Danny Perez
2031,21415,Robby Henson
2032,439236,Zackary Adler
2033,230157,Dominic Burns
2034,232216,Carmen Marron
2035,1046127,Jason Stone
2036,108217,Jerry Rees
2037,5446,David Hand
2038,5691,Samuel Armstrong
2039,11427,William Roberts
2040,11428,Paul Satterfield
2041,11430,Jim Handley
2042,11431,Ford Beebe
2043,11432,T. Hee
2044,11434,Wilfred Jackson
2045,226599,Norman Ferguson
2046,1734565,Jaco Booyens
2047,58822,Danny Steinmann
2048,94471,Jon Gunn
2049,449832,Hayley Cloake
2050,74878,Tay Garnett
2051,1413504,Shyam Madiraju
2052,107725,Harmage Singh Kalirai
2053,1385666,Rita Merson
2054,10001,William Wyler
2055,51917,Larry Clark
2056,49555,Petter Næss
2057,1523137,Robert Fontaine
2058,1560279,Neil Mcenery-West
2059,1388653,Anthony O'Brien
2060,78021,Lloyd Kaufman
2061,78023,Michael Herz
2062,558929,David Robert Mitchell
2063,8482,Robert Mulligan
2064,26775,Liu Chia-Liang
2065,640,Chris Kentis
2066,642,Laura Lau
2067,78040,Alex Kendrick
2068,14875,Robert Rossen
2069,82413,Jack Conway
2070,1232592,Chris Eyre
2071,2746,Elia Kazan
2072,121873,Debra Granik
2073,37362,Henry King
2074,16860,Miranda July
2075,1257827,Max Joseph
2076,4429,Jim Jarmusch
2077,82579,Kevin Tenney
2078,56198,Ari Folman
2079,177532,Marielle Heller
2080,86662,David Sington
2081,56383,Kelly Reichardt
2082,89467,Bob Giraldi
2083,120246,Huck Botko
2084,120247,Andrew Gurland
2085,12640,David Duchovny
2086,57055,Mitchell Lichtenstein
2087,116653,Lance Mungia
2088,223909,Hue Rhodes
2089,1736589,Danny Provenzano
2090,1062889,Bill Muir
2091,114004,Noah Buschel
2092,27992,Brian Yuzna
2093,52856,Hunter Richards
2094,96222,Laurie Collyer
2095,1454563,Aaron Hann
2096,1454564,Mario Miscione
2097,82822,Phil Claydon
2098,88970,Ralph Ziman
2099,73112,John Simpson
2100,1310518,Colin Minihan
2101,1375066,Stuart Ortiz
2102,78545,Conor McMahon
2103,112289,Chris Shadley
2104,1253596,Simon Napier-Bell
2105,1070340,Simon Yin
2106,86037,Jeff Crook
2107,86038,Josh Crook
2108,40,Orson Welles
2109,30870,Dave Payne
2110,68574,Brad Copeland
2111,1031972,Paul Bunnell
2112,17246,Phil Morrison
2113,33542,Harald Reinl
2114,1018660,Tanner Beard
2115,1434686,Scott Dow
2116,33349,Derick Martini
2117,1378892,Jerry Dugan
2118,15858,Tim Hunter
2119,98103,Richard Ayoade
2120,115892,Jehane Noujaim
2121,1642,Jean-Marc Barr
2122,66022,Pascal Arnold
2123,1170143,Remo D'Souza
2124,1108711,John Laing
2125,121473,Jamal Hill
2126,120245,Daniel Stamm
2127,7348,Carlos Carrera
2128,223516,Benh Zeitlin
2129,18669,J. Lee Thompson
2130,94831,Maggie Greenwald
2131,21657,Vera Farmiga
2132,588015,Vijay Chandar
2133,196769,Jonathan Wacks
2134,115309,Khyentse Norbu
2135,41621,Tony Krantz
2136,94917,Mitchell Altieri
2137,1187609,W.D. Hogan
2138,1018699,Corey Grant
2139,51534,Lucky McKee
2140,115585,Richard Boddington
2141,88039,Steven R. Monroe
2142,942084,Mark Illsley
2143,1117026,Ritesh Batra
2144,57206,Sally Potter
2145,1156260,Brad J. Silverman
2146,54827,Dave Meyers
2147,155747,David M. Matthews
2148,53431,Nadine Labaki
2149,1346215,Lluís Quílez
2150,160,Eytan Fox
2151,231345,Romesh Sharma
2152,1650,François Truffaut
2153,6163,Adam Goldberg
2154,22239,Travis Zariwny
2155,66496,Adrienne Shelly
2156,70250,Newt Arnold
2157,31493,Alex Cox
2158,74907,Fabián Bielinsky
2159,1085923,Dror Moreh
2160,41670,Rebecca Miller
2161,1088647,Maggie Carey
2162,30458,Henry Bean
2163,1501366,Simeon Rice
2164,60074,Jeff Garlin
2165,550858,Qasim Basir
2166,70890,Adam Green
2167,13848,Charlie Chaplin
2168,285452,Pete Jones
2169,11357,Bruce Campbell
2170,76245,Adam Carolla
2171,76248,Kevin Hench
2172,55189,Bruce McDonald
2173,105313,James Mottern
2174,1288796,Gerard Johnstone
2175,51521,Robert Greenwald
2176,1375378,David Ray
2177,991853,David Rodriguez
2178,55520,Nae Caranfil
2179,52044,David Winning
2180,1002001,Frank Lotito
2181,1169157,Timothy Woodward Jr.
2182,61111,Tara Subkoff
2183,70076,Russell Friedenberg
2184,56208,Lucrecia Martel
2185,64114,Edward Dmytryk
2186,11011,Zak Penn
2187,474199,Alex Ranarivelo
2188,80013,Trevor Matthews
2189,8789,Mathieu Amalric
2190,22012,David Worth
2191,86293,Robert M. Young
2192,884,Steve Buscemi
2193,143430,Ham Tran
2194,39822,Rich Cowan
2195,1024216,Boris Rodriguez
2196,1372345,Sadyk Sher-Niyaz
2197,144430,Paul Donovan
2198,1109245,Digby Cook
2199,557818,Jonathan Kesselman
2200,631226,Arjun Sablok
2201,971918,Tyler Oliver
2202,90525,Douglas Cheek
2203,133790,Michael D. Olmos
2204,932013,Deryck Broom
2205,37360,Henry Hathaway
2206,1504620,Giovanni Zelko
2207,1200528,Claudia Sainte-Luce
2208,59466,Jamie Babbit
2209,55441,David Boyd
2210,550280,Anna Muylaert
2211,440517,Steve Taylor
2212,233519,James David Pasternak
2213,128712,Laurent Bouhnik
2214,1499089,Tom Sanchez
2215,108497,David Caffrey
2216,66514,Adam Jay Epstein
2217,66517,Andrew Jacobson
2218,1041549,Justin Thomas Ostensen
2219,15531,Ossie Davis
2220,204325,Jay Alaimo
2221,479587,Dylan Bank
2222,52941,Rob McKittrick
2223,31621,Jeff Burr
2224,97579,Guy Maddin
2225,93916,Regardt van den Bergh
2226,1044250,Panos Cosmatos
2227,142013,Gareth Evans
2228,24528,Matthew R. Anderson
2229,92490,Edward Conna
2230,1184745,Joe Marino
2231,97591,Joel Anderson
2232,76447,Shimit Amin
2233,12112,Douglas Trumbull
2234,1280031,Mona Lerche
2235,86688,Levan Gabriadze
2236,999812,Bradley Parker
2237,31211,Clive Barker
2238,937340,Harold Cronk
2239,50651,Takao Okawara
2240,7426,Duncan Tucker
2241,4590,Russ Meyer
2242,89216,Robert D. Webb
2243,93905,Allan Dwan
2244,1521130,Andrew Steggall
2245,168330,Ben Lewin
2246,95687,Robert Kenner
2247,930212,Jon Erwin 
2248,303056,Craig Johnson
2249,527607,Sean Durkin
2250,1284099,Gillian Robespierre
2251,64131,Courtney Hunt
2252,228643,Morgan Neville
2253,74589,Chris Paine
2254,88967,Greg Berlanti
2255,82286,Marc Levin
2256,114925,Richard Dutcher
2257,224751,Khalid Mohammed
2258,1193602,Gia Coppola
2259,91602,Scandar Copti
2260,91603,Yaron Shani
2261,74272,Goran Dukic
2262,45459,Mike Cahill
2263,88832,Kyle Rankin
2264,998842,Efram Potelle
2265,53296,Joshua Oppenheimer
2266,1349420,Christine Cynn
2267,1710652,Anonymous
2268,4339,Paul Crowder
2269,150347,John Dower
2270,1867383,Rohit Jagessar
2271,1182832,Anthony Powell
2272,129921,Kief Davidson
2273,240740,Daniel Junge
2274,1023720,Johnny Remo
2275,126763,Vivek Agnihotri
2276,101542,Ti West
2277,550681,Nick Tomnay
2278,137392,Nickolas Perry
2279,158480,Dan Zukovic
2280,939176,Becky Smith
2281,103031,Eric Nicholas
2282,101810,Benjamin Dickinson
2283,75919,Hal Haberman
2284,75920,Jeremy Passmore
2285,11805,Frank Whaley
2286,56375,Amat Escalante
2287,84515,Katherine Brooks
2288,212,David Cross
2289,92834,Randall Rubin
2290,92837,Jon Schroder
2291,194915,Robert Bennett
2292,568822,Mary Pat Kelly
2293,15309,Lori Petty
2294,1467662,Charlie Levi
2295,115627,Kevin Hamedani
2296,97618,David DeCoteau
2297,1012105,Mikel Rueda
2298,227945,Stefan C. Schaefer
2299,87360,Michael Taliferro
2300,221944,Katie Aselton
2301,145045,Robert Heath
2302,146026,D. Stevens
2303,1196522,Jeffrey St. Jules
2304,82101,Robert Hall
2305,1188585,Kevin King
2306,985146,Jonathan Meyers
2307,16888,Ralph Nelson
2308,1191051,Blair Erickson
2309,54781,Allison Burnett
2310,76462,Richard Schenkman
2311,1341629,Sanjay Rawal
2312,939123,Kat Coiro
2313,20657,Cristian Mungiu
2314,146275,Joseph Graham
2315,1208166,Brian Dorton
2316,1223224,Lee Matthews
2317,1577521,Manuel Marín
2318,549971,Maryam Keshavarz
2319,1085904,Ramaa Mosley
2320,150003,Graham Heid
2321,160942,Norman Wright
2322,69737,C. Jay Cox
2323,1124971,Mariette Monpierre
2324,1150712,Tommy Oliver
2325,930629,Jamie Travis
2326,122842,Rich Christiano
2327,1517664,Natalie Bible'
2328,229931,Asghar Farhadi
2329,222098,Justin Molotnikov
2330,13899,G.W. Pabst
2331,1018728,Jorge Gaggero
2332,42952,Michael Burke
2333,210562,Catherine Jelski
2334,168349,Shane Dawson
2335,63477,Ryan Little
2336,554900,Clark Baker
2337,74339,Dave Willis
2338,74341,Matt Maiellaro
2339,137467,Ben Wheatley
2340,74436,Olly Blackburn
2341,113682,Christopher Hutson
2342,23590,David LaChapelle
2343,544748,Caryn Waechter
2344,1058257,Emily Dell
2345,131455,Valerie Red-Horse
2346,1384771,Jennifer Wynne Farmer
2347,93133,Christopher Scott Cherot
2348,688807,H.M. Coakley
2349,1140160,Randy Moore
2350,1122434,Chris Atkins
2351,948217,Bill Benenson
2352,1100753,Ryan Smith
2353,1110059,Travis Romero
2354,62773,Anna Mastro
2355,30165,Mark Sandrich
2356,26849,Daniel Myrick
2357,26850,Eduardo Sánchez
2358,57885,Michael Wadleigh
2359,1164825,Gene Teigland
2360,43439,Scott Ziehl
2361,57414,Richard Montoya
2362,1424432,Johanna Schwartz
2363,231431,Thomas Lilti
2364,185995,Michael Walker
2365,232190,U. Roberto Romano
2366,21371,Amy Holden Jones
2367,1380244,Blaž Završnik
2368,7324,Pan Nalin
2369,94787,Joe Camp
2370,59841,Matt Walsh
2371,97966,John 'Bud' Cardos
2372,229374,Marilyn Agrelo
2373,125637,Brian Baugh
2374,116330,Patrick Creadon
2375,57328,Barry W. Blaustein
2376,288712,Kurt Hale
2377,77273,Siddiq Barmak
2378,656971,Joseph Dorman
2379,17042,Greg Harrison
2380,72034,Jacob Aaron Estes
2381,68185,Eric Schaeffer
2382,105882,Neema Barnette
2383,40863,Joe Swanberg
2384,1115066,Molly Bernstein
2385,930701,Marius Markevicius
2386,6400,Tom DiCillo
2387,133398,Quentin Dupieux
2388,641437,Alex Smith
2389,1027145,Andrew J. Smith
2390,129894,Gareth Edwards
2391,132812,Jonathan Parker
2392,93022,Sol Tryon
2393,92287,Alex Craig Mann
2394,107168,Stephen Kijak
2395,139537,William Gazecki
2396,98541,Michael Hoffman Jr.
2397,1066308,Aaron T. Wells
2398,1184351,Georgia Hilton
2399,155945,Jack Heller
2400,1070682,Fernando Baez Mella
2401,1571422,Warren Sheppard
2402,1519326,Justin Paul Miller
2403,88506,Joel Paul Reisig
2404,1161761,Catherine Gund
2405,78481,Hans Canosa
2406,1291408,Matthew Watts
2407,21305,Lloyd Bacon
2408,6284,Kay Pollak
2409,582527,Eric England
2410,10707,Terry Jones
2411,1116801,Sue Corcoran
2412,17108,Jonathan Caouette
2413,1425142,Matt Jackson
2414,29433,Lucio Fulci
2415,82641,Paul Fox
2416,545261,Cassandra Nicolaou
2417,6648,Ingmar Bergman
2418,100036,D.W. Griffith
2419,63983,Roger Nygard
2420,145605,Harry Beaumont
2421,64211,Franck Khalfoun
2422,1414864,Mor Loushy
2423,82839,Henry Alex Rubin
2424,82840,Dana Adam Shapiro
2425,72543,Sam Firstenberg
2426,586066,Doug Block
2427,1557430,Chad Kapper
2428,146883,Paul Fierlinger
2429,146884,Sandra Fierlinger
2430,122423,Yorgos Lanthimos
2431,1110343,Lauren Lazin
2432,28902,Gregory Widen
2433,58547,Niall Johnson
2434,115226,Eric Mendelsohn
2435,3776,Jean-Luc Godard
2436,1046935,Kim Longinotto
2437,1139506,Florence Ayisi
2438,1043404,Michael Roemer
2439,112632,Eddie O'Flaherty
2440,125044,Babar Ahmed
2441,79726,John D. Hancock
2442,101377,Paul Bartel
2443,61983,Jason Marsden
2444,1301700,Bruce Dellis
2445,1708905,Pece Dingo
2446,1424519,Jerome Elston Scott
2447,1555903,Étienne Faure
2448,22423,Herb Freed
2449,65242,Jack Perez
2450,79434,Craig Zobel
2451,86035,Maria Maggenti
2452,109026,Piyush Dinker Pandya
2453,142513,Emma-Kate Croghan
2454,126125,Bill Plympton
2455,132964,Drake Doremus
2456,21404,Kurt Voss
2457,86262,Michael Kang
2458,930628,Lori Silverbush
2459,1194681,Michael Skolnik
2460,105239,Stuart Hazeldine
2461,85925,Hilary Brougher
2462,110876,Rachel Goldenberg
2463,21246,Corbin Bernsen
2464,92743,Jamin Winans
2465,582841,Tom Seidman 
2466,140086,Matt Cimber
2467,1331465,Andrew Hyatt
2468,1460398,Kristin Rizzo
2469,1155992,Zoran Lisinac
2470,1562428,James O'Brien
2471,1111709,Tom Putnam
2472,1111710,Brenna Sanchez
2473,193390,Jon Matthews
2474,558559,Al Silliman Jr.
2475,11558,Eugène Lourié
2476,116186,Lowell Sherman
2477,557883,David Evans 
2478,1201090,Sherman Alexie
2479,1553042,Justin Dillon
2480,151017,Stevan Mena
2481,1686666,Livingston Oden
2482,1686667,Taylor Scott Olson
2483,9956,Chris Marker
2484,11572,Carl Theodor Dreyer
2485,77775,Marianna Palka
2486,74105,Ricki Stern
2487,74106,Anne Sundberg
2488,15672,Nadia Tass
2489,1187357,James Kerwin
2490,1514634,Darren Press
2491,1514635,C. Fraser Press
2492,1330498,Rania Attieh
2493,1330499,Daniel Garcia
2494,1375627,Sharon Greytak
2495,110695,Majid Majidi
2496,586002,Andrew Haigh
2497,1288774,Cary Bell
2498,1476699,Nicolae Constantin Tanase
2499,135650,Melvin Van Peebles
2500,1677569,Ken Roht
2501,101515,Robinson Devor
2502,107447,Michel O. Scott
2503,88323,Pat Holden
2504,1562421,Eric Bugbee
2505,94011,Bill Melendez
2506,1456123,Dena Seidel
2507,1162816,Deborah Anderson
2508,1448550,Sara Newens
2509,1448551,Mina T. Son
2510,1343876,Sai Varadan
2511,90492,Lynn Shelton
2512,5892,David Hewlett
2513,77277,Nate Parker
2514,1314011,Nathan Smith Jones
2515,1401541,Travis Cluff
2516,1401542,Chris Lofing
2517,68750,Robert Townsend
2518,932993,Jamaa Fanaka
2519,88837,Larry Blamire
2520,99240,Stephen Langford
2521,84697,E.L. Katz
2522,1044256,Lisanne Pajot
2523,1044257,James Swirsky
2524,74626,Dan Reed
2525,114396,John Reinhardt
2526,1321304,Patrick Ryan Sims
2527,89981,László Benedek
2528,1645102,Jason Miller
2529,1184450,Sut Jhally
2530,87033,Julie Davis
2531,162102,Myles Berkowitz
2532,98094,Brett Piper
2533,64227,Brandon Trost
2534,1009253,Jason Trost
2535,110726,Joseph Green
2536,1366270,Wade Gasque
2537,90575,Daniel Schechter
2538,1144092,Matt Johnson
2539,69719,Bruno Barreto
2540,139135,Lena Dunham
2541,1434676,Terron R. Parsons
2542,1289580,Daniel Mellitz
2543,74971,Jem Cohen
2544,229182,Andrew Leman
2545,1168852,Dave Carroll
2546,125324,William Eubank
2547,220274,Patrick Meaney
2548,1031144,Chad Hartigan
2549,57997,Malcolm Goodwin
2550,85242,Kevin Jordan
2551,1429671,Kirk Loudon
2552,1263110,Travis Legge
2553,1360439,Collin Joseph Neal
2554,131388,Bradley Rust Gray
2555,558540,Mike Bruce
2556,40864,Andrew Bujalski
2557,1263945,Damir Catic
2558,237393,James Bidgood
2559,151092,Eric Eason
2560,1532382,Joseph Mazzella
2561,29922,Marcus Nispel
2562,1360240,Jim Chuchu
2563,131870,Daryl Wein
2564,1009255,Jason Trost
2565,120229,Jafar Panahi
2566,1310498,Ivan Kavanagh
2567,26882,Kiyoshi Kurosawa
2568,1398500,Tadeo Garcia
2569,1171387,Thomas L. Phillips
2570,77465,Ash Baron-Cohen
2571,76624,Shane Carruth
2572,1174437,Neill Dela Llana
2573,1174438,Ian Gamazon
2574,1219158,Scott Smith
2575,208138,Daniel Hsia
2576,85563,Brian Herzlinger
2577,997560,Brett Winn
